Chi_tieu,Gia_tri,Don_vi
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,8887128219281,VND
Tổng doat.h thu thuần bán hàng và cung cấp dịch vụ,8887128219281,VND
Kết quả kinh doanh theo bộ phận,1068722162122,VND
Các chỉ phí không phân bổ theo bộ phân,-386052098609,VND
Lợi nhuận từ hoạt động kinh doanh,682670063513,VND
Doanh thu hoạt động tài chính,369961118101,VND
Chỉ phí tài chính,-266797763176,VND
Phần lãi hoặc lỗ trong Công ty liên doanh liên kết,65065547765,VND
Thu nhập khác,476643723765,VND
Chỉ phí khác,-12008412636,VND
Chỉ phí thuế TNDN hiện hành,-113796822751,VND
Chỉ phí thuế TNDN hoãn lại,-3861782021,VND
Lợi nhuận sau thuế TNDN,1197875672560,VND
Tổng chỉ phí đã phát sinh đề mua tài sản cố định và các tài sản dài hạn khác,-129650543858,VND
Tổng chỉ phí khấu hao và phân bổ chi phí trả trước dài hạn,-36323955318,VND
