Chi_tieu,Gia_tri,Don_vi
1. Lợi nhuận trước thuế TNDN,70207,Trieu dong
2. Các khoản mục điều chỉnh thu nhập chịu thuế:(Trừ) thu nhập được miễn thuế TNDN:,-4724,Trieu dong
Thu nhập từ góp vốn liên doanh mua cổ phần,-4724,Trieu dong
Cộng chỉ phí không được khấu trừ khi xác định lợi nhuận tính thuế:,1076,Trieu dong
3. Thu nhập chịu thuế,66559,Trieu dong
1. Chỉ phí thuế TNDN tỉnh trên thu nhập chịu thuế kỳ hiện hành,13312,Trieu dong
2. Điều chỉnh chỉ phí thuế thu nhập doanh nghiệp của các năm trước vào chỉ phí thuế thu nhập hiện hành năm này,2300,Trieu dong
3. Tổng chỉ phí thuế thu nhập doanh nghiệp hiện hành,15612,Trieu dong
