Chi_tieu,Gia_tri,Don_vi
Lợi nhuận kế toán trước thuế,6243824,Trieu VND
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,1248765,%
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,-483689,%
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,-197822,%
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,36319,Trieu VND
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi từ các công ty liên kết trừ đi thuế,-382868,Trieu VND
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,406446,Trieu VND
Dự phòng (thừa)/thiếu trong những năm trước,-181,Trieu VND
Lỗ tính thuế đã sử dụng,-4651,Trieu VND
